Order ID,Order Date,Customer Name,Region,Category,Sub-Category,Product Name,Department,Quantity,Sales,Discount,Profit,Year
ORD-1106,2023-08-10,Meera Pillai,South,Technology,Copiers,Copiers Model 674,Home Office,11.0,1669.69,0.0,393.82,2023
ORD-1107,2024-09-10,Sanjay Reddy,East,Office Supplies,Labels,Labels Model 138,Consumer,11.0,2792.35,0.0,177.6,2024
ORD-1108,2023-10-05,Isha Kapoor,East,Office Supplies,Art,Art Model 813,Consumer,7.0,1962.66,0.2,525.7,2023
ORD-1109,2023-07-22,Divya Menon,West,Technology,Machines,Machines Model 479,Home Office,8.0,3001.28,0.0,179.52,2023
ORD-1110,2023-07-23,Meera Pillai,West,Furniture,Furnishings,Furnishings Model 507,Corporate,11.0,2528.79,0.2,318.83,2023
ORD-1111,2024-03-10,Rohan Mehta,South,Office Supplies,Paper,Paper Model 441,Consumer,11.0,4280.1,0.0,278.95,2024
ORD-1112,2024-02-29,Rohan Mehta,West,Furniture,Tables,Tables Model 892,Home Office,10.0,1413.3,0.3,118.62,2024
ORD-1113,2024-05-28,Vikram Rao,West,Furniture,Chairs,Chairs Model 115,Corporate,3.0,237.93,0.3,9.62,2024
ORD-1114,2023-12-23,Aarav Sharma,North,Office Supplies,Paper,Paper Model 216,Home Office,5.0,228.25,0.2,32.19,2023
ORD-1115,2025-11-17,Meera Pillai,South,Technology,Phones,Phones Model 729,Corporate,10.0,788.0,0.15,78.01,2025
ORD-1116,2025-09-07,Priya Nair,East,Furniture,Bookcases,Bookcases Model 554,Corporate,7.0,1850.59,0.0,364.72,2025
ORD-1117,2023-09-16,Rohan Mehta,West,Furniture,Chairs,Chairs Model 432,Corporate,5.0,1901.15,0.15,346.64,2023
ORD-1118,2025-11-01,Sanjay Reddy,North,Office Supplies,Labels,Labels Model 973,Home Office,10.0,2666.7,0.3,486.34,2025
ORD-1119,2025-04-27,Isha Kapoor,South,Technology,Accessories,Accessories Model 197,Corporate,6.0,2994.24,0.1,471.05,2025
ORD-1120,2023-11-09,Unknown Customer,North,Office Supplies,Art,Art Model 187,Corporate,7.0,6104.45,0.0,472.29,2023
ORD-1121,2023-05-03,Vikram Rao,North,Furniture,Furnishings,Furnishings Model 225,Consumer,10.0,5746.3,0.15,727.25,2023
ORD-1122,2024-08-12,Priya Nair,South,Office Supplies,Storage,Storage Model 317,Home Office,10.0,1977.8,0.0,441.79,2024
ORD-1123,2025-01-22,Meera Pillai,East,Furniture,Furnishings,Furnishings Model 539,Consumer,2.0,922.24,0.15,92.38,2025
ORD-1124,2024-01-05,Aarav Sharma,North,Technology,Phones,Phones Model 459,Home Office,5.0,2130.4,0.0,695.49,2024
ORD-1125,2023-10-18,Rohan Mehta,South,Furniture,Tables,Tables Model 643,Consumer,12.0,4624.92,0.0,358.56,2023
ORD-1126,2023-11-19,Aditya Joshi,South,Furniture,Furnishings,Furnishings Model 681,Corporate,6.0,1183.86,0.0,335.09,2023
ORD-1127,2023-04-12,Ananya Gupta,West,Technology,Phones,Phones Model 597,Consumer,11.0,690.03,0.1,154.38,2023
ORD-1128,2025-11-15,Karan Malhotra,North,Technology,Machines,Machines Model 794,Corporate,2.0,1454.96,0.0,58.56,2025
ORD-1129,2024-03-27,Priya Nair,North,Technology,Machines,Machines Model 408,Home Office,7.0,4136.3,0.0,216.35,2024
ORD-1130,2023-09-03,Aditya Joshi,North,Furniture,Tables,Tables Model 489,Corporate,1.0,305.97,0.1,28.28,2023
ORD-1131,2025-03-24,Rohan Mehta,North,Technology,Accessories,Accessories Model 179,Home Office,12.0,477.0,0.0,89.64,2025
ORD-1132,2024-08-15,Divya Menon,South,Office Supplies,Labels,Labels Model 732,Corporate,2.0,503.88,0.0,51.18,2024
ORD-1133,2024-05-13,Sneha Iyer,South,Office Supplies,Storage,Storage Model 991,Consumer,7.0,2516.43,0.15,157.42,2024
ORD-1134,2023-06-06,Ananya Gupta,North,Office Supplies,Storage,Storage Model 894,Consumer,9.0,3468.96,0.15,598.53,2023
ORD-1135,2023-07-30,Isha Kapoor,West,Office Supplies,Storage,Storage Model 878,Home Office,3.0,494.22,0.0,114.03,2023
ORD-1136,2025-07-08,Sanjay Reddy,South,Technology,Phones,Phones Model 739,Consumer,11.0,6111.93,0.15,1261.89,2025
ORD-1137,2025-08-18,Rohan Mehta,South,Office Supplies,Storage,Storage Model 157,Consumer,8.0,3074.88,0.3,284.98,2025
ORD-1138,2025-07-14,Sanjay Reddy,North,Office Supplies,Labels,Labels Model 760,Consumer,1.0,48.28,0.3,4.6,2025
ORD-1139,2024-01-21,Sanjay Reddy,East,Furniture,Furnishings,Furnishings Model 163,Corporate,6.0,2213.58,0.15,179.23,2024
ORD-1140,2023-03-22,Ananya Gupta,East,Office Supplies,Binders,Binders Model 724,Corporate,4.0,1715.84,0.1,320.0,2023
ORD-1141,2025-04-17,Rahul Bhat,North,Furniture,Bookcases,Bookcases Model 762,Corporate,6.0,2472.96,0.0,709.17,2025
ORD-1142,2024-08-04,Rahul Bhat,East,Office Supplies,Binders,Binders Model 717,Corporate,5.0,2191.9,0.2,595.01,2024
ORD-1143,2024-09-27,Meera Pillai,West,Furniture,Bookcases,Bookcases Model 825,Consumer,11.0,4659.71,0.1,371.92,2024
ORD-1144,2023-09-19,Aditya Joshi,South,Furniture,Bookcases,Bookcases Model 639,Home Office,11.0,4687.76,0.2,1309.38,2023
ORD-1145,2025-01-12,Aarav Sharma,North,Furniture,Furnishings,Furnishings Model 884,Home Office,5.0,602.25,0.0,91.85,2025
ORD-1146,2023-06-08,Vikram Rao,West,Office Supplies,Paper,Paper Model 652,Consumer,5.0,2544.95,0.0,514.86,2023
ORD-1147,2025-02-10,Vikram Rao,North,Technology,Phones,Phones Model 739,Home Office,3.0,329.73,0.3,59.52,2025
ORD-1148,2024-05-01,Meera Pillai,South,Furniture,Furnishings,Furnishings Model 559,Consumer,8.0,2977.6,0.3,572.27,2024
ORD-1149,2025-01-23,Karan Malhotra,South,Furniture,Tables,Tables Model 388,Corporate,11.0,6259.77,0.1,1061.99,2025
ORD-1150,2024-02-13,Ananya Gupta,South,Office Supplies,Labels,Labels Model 592,Home Office,10.0,959.6,0.0,63.0,2024
ORD-1151,2023-06-21,Neha Verma,East,Office Supplies,Labels,Labels Model 547,Consumer,3.0,523.74,0.15,41.94,2023
ORD-1152,2025-04-29,Aarav Sharma,North,Furniture,Tables,Tables Model 183,Corporate,1.0,246.93,0.0,29.81,2025
ORD-1153,2024-11-17,Sneha Iyer,North,Office Supplies,Paper,Paper Model 583,Consumer,3.0,286.5,0.0,93.18,2024
ORD-1154,2023-01-11,Sanjay Reddy,South,Technology,Accessories,Accessories Model 661,Home Office,2.0,52.24,0.0,15.7,2023
ORD-1155,2024-09-08,Isha Kapoor,North,Technology,Machines,Machines Model 737,Consumer,2.0,85.86,0.1,18.68,2024
ORD-1156,2025-11-21,Aarav Sharma,South,Office Supplies,Binders,Binders Model 101,Consumer,10.0,1565.3,0.0,215.04,2025
ORD-1157,2023-06-25,Ananya Gupta,South,Technology,Copiers,Copiers Model 657,Consumer,9.0,5266.53,0.0,1769.67,2023
ORD-1158,2025-03-03,Priya Nair,South,Technology,Phones,Phones Model 169,Corporate,7.0,980.34,0.0,154.04,2025
ORD-1159,2023-10-01,Aditya Joshi,East,Office Supplies,Paper,Paper Model 279,Home Office,1.0,221.09,0.0,65.01,2023
ORD-1160,2023-10-04,Ananya Gupta,South,Technology,Machines,Machines Model 306,Home Office,2.0,867.78,0.1,47.72,2023
ORD-1161,2025-11-21,Neha Verma,North,Furniture,Tables,Tables Model 137,Consumer,7.0,4155.48,0.15,678.24,2025
ORD-1162,2024-11-10,Priya Nair,North,Technology,Accessories,Accessories Model 509,Corporate,5.0,439.1,0.0,79.51,2024
ORD-1163,2025-10-13,Ananya Gupta,North,Technology,Machines,Machines Model 920,Corporate,12.0,3672.6,0.3,529.03,2025
ORD-1164,2024-08-24,Ananya Gupta,South,Furniture,Furnishings,Furnishings Model 413,Consumer,6.0,450.12,0.0,111.75,2024
ORD-1165,2025-06-28,Ananya Gupta,South,Office Supplies,Labels,Labels Model 461,Home Office,6.0,1659.42,0.2,412.88,2025
ORD-1166,2025-04-11,Rohan Mehta,East,Technology,Machines,Machines Model 131,Corporate,6.0,1890.96,0.2,383.98,2025
ORD-1167,2024-04-28,Rohan Mehta,West,Furniture,Furnishings,Furnishings Model 133,Consumer,11.0,2522.3,0.1,760.11,2024
ORD-1168,2025-01-31,Meera Pillai,South,Technology,Accessories,Accessories Model 475,Home Office,8.0,3691.2,0.15,286.48,2025
ORD-1169,2023-08-21,Isha Kapoor,North,Office Supplies,Storage,Storage Model 675,Home Office,1.0,445.37,0.1,82.3,2023
ORD-1170,2024-08-07,Karan Malhotra,South,Furniture,Bookcases,Bookcases Model 238,Corporate,12.0,6613.68,0.1,655.07,2024
ORD-1171,2024-10-16,Rohan Mehta,South,Furniture,Furnishings,Furnishings Model 397,Consumer,11.0,2400.64,0.0,516.14,2024
ORD-1172,2025-11-07,Meera Pillai,West,Office Supplies,Paper,Paper Model 342,Home Office,4.0,344.0,0.0,98.94,2025
ORD-1173,2023-09-23,Sanjay Reddy,North,Office Supplies,Binders,Binders Model 834,Corporate,10.0,5322.8,0.0,760.03,2023
ORD-1174,2023-06-01,Divya Menon,South,Technology,Machines,Machines Model 577,Home Office,3.0,1751.52,0.2,101.24,2023
ORD-1175,2025-06-05,Vikram Rao,West,Technology,Copiers,Copiers Model 630,Consumer,9.0,4929.93,0.0,1476.11,2025
ORD-1176,2024-04-06,Aditya Joshi,West,Furniture,Bookcases,Bookcases Model 966,Consumer,6.0,3415.68,0.15,924.65,2024
ORD-1177,2024-09-12,Vikram Rao,North,Furniture,Bookcases,Bookcases Model 706,Consumer,10.0,3270.8,0.15,673.63,2024
ORD-1178,2023-02-28,Priya Nair,North,Technology,Accessories,Accessories Model 371,Consumer,2.0,83.2,0.2,18.72,2023
ORD-1179,2025-10-16,Aarav Sharma,South,Technology,Accessories,Accessories Model 594,Home Office,11.0,3675.76,0.2,990.97,2025
ORD-1180,2023-05-03,Rohan Mehta,South,Furniture,Furnishings,Furnishings Model 448,Corporate,3.0,816.51,0.1,139.13,2023
